pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher.1,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2.4.1.1,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SL,2022-08-04,91.6,-1.86,5,"Díaz, Edwin",663586,621242,,called_strike,,,,,4,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,S,,,0,1,2022,0.19,0.35,-0.6,2.33,,,,2,8,Top,,,,,543510,,,2.8261980460698500,-133.45014764539600,-1.7172033705282700,1.7506559000064100,25.87789142829710,-27.779411884796100,3.47,1.63,,,,93.5,2193,7.1,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.4,,,,,,,,61,2,Slider,6,4,4,6,4,6,4,6,Standard,Standard,190,0,-0.023,,
FF,2022-08-04,99.6,-1.96,4.83,"Díaz, Edwin",663586,621242,,foul,,,,,4,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,S,,,0,0,2022,-0.89,1.11,-0.4,2.3,,,,2,8,Top,,,,,543510,,,6.4921808865213000,-144.90167562615400,-4.2000020997285200,-14.009536115187700,34.790336743040100,-15.80624517969520,3.48,1.6,100,89.5,75,101.2,2223,7.2,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.27,,,,,,,,61,1,4-Seam Fastball,6,4,4,6,4,6,4,6,Standard,Standard,229,0,-0.017,,
SL,2022-08-04,92.6,-1.88,4.99,"Díaz, Edwin",621566,621242,strikeout,called_strike,,,,,9,Matt Olson called out on strikes.,R,L,R,NYM,ATL,S,2,,2,2,2022,0.21,0.66,0.66,1.58,,,,1,8,Top,,,,,543510,,,6.1191283071918000,-134.81997477877300,-4.45980495216059,1.3578145458984500,27.305890963318600,-23.334289334292100,3.46,1.63,,,,94.3,2270,7.1,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.38,,0,0,1,0,0,,60,7,Slider,6,4,4,6,4,6,4,6,Infield shift,Standard,217,0.023,-0.134,,
SL,2022-08-04,92.7,-1.76,4.97,"Díaz, Edwin",621566,621242,,ball,,,,,14,Matt Olson called out on strikes.,R,L,R,NYM,ATL,B,,,1,2,2022,0.13,0.37,0.92,0.38,,,,1,8,Top,,,,,543510,,,6.6858424795126700,-134.81412297710900,-6.898189313014880,0.30010951024523400,26.891688110378700,-26.4543431641726,3.46,1.72,,,,94.7,2115,7.3,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.18,,,,,,,,60,6,Slider,6,4,4,6,4,6,4,6,Infield shift,Standard,196,0,0.023,,
SL,2022-08-04,91.4,-1.91,5.11,"Díaz, Edwin",621566,621242,,ball,,,,,13,Matt Olson called out on strikes.,R,L,R,NYM,ATL,B,,,0,2,2022,0.24,0.39,-1.23,1.94,,,,1,8,Top,,,,,543510,,,1.2067429602201800,-133.22761589137500,-3.0464211262337400,2.6406925302215900,27.406441921112800,-27.08269082044810,3.46,1.79,,,,93.1,2230,7.1,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.37,,,,,,,,60,5,Slider,6,4,4,6,4,6,4,6,Infield shift,Standard,203,0,0.011,,
SL,2022-08-04,92.7,-1.82,4.99,"Díaz, Edwin",621566,621242,,foul,,,,,8,Matt Olson called out on strikes.,R,L,R,NYM,ATL,S,,,0,2,2022,0.22,0.5,-0.03,2.03,,,,1,8,Top,,,,,543510,,,4.142999080393360,-135.04289302974800,-2.9221892768163100,1.848878808262950,28.54138343040290,-25.63294233528610,3.46,1.71,92,72.7,80,94,2267,6.9,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.6,,,,,,,,60,4,Slider,6,4,4,6,4,6,4,6,Infield shift,Standard,180,0,0,,
FF,2022-08-04,100.9,-1.76,4.83,"Díaz, Edwin",621566,621242,,foul,,,,,2,Matt Olson called out on strikes.,R,L,R,NYM,ATL,S,,,0,2,2022,-1.12,1.19,0.02,3.42,,,,1,8,Top,,,,,543510,,,7.7151248573040600,-146.71208322886300,-1.4236865527872000,-18.04885810297720,36.17642652254530,-14.89519549394890,3.46,1.71,208,79.2,59,101.9,2387,7,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.52,,,,,,,,60,3,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Standard,230,0,0,,
FF,2022-08-04,101.2,-1.87,4.8,"Díaz, Edwin",621566,621242,,foul,,,,,12,Matt Olson called out on strikes.,R,L,R,NYM,ATL,S,,,0,1,2022,-0.94,0.95,1.09,2.95,,,,1,8,Top,,,,,543510,,,10.653186817209300,-146.97240265318400,-2.139512498429630,-16.222436184452300,34.904489304238000,-18.07220618026690,3.46,1.71,136,53,47,102.4,2108,7,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.45,,,,,,,,60,2,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Standard,237,0,-0.031,,
FF,2022-08-04,99.7,-2.05,4.92,"Díaz, Edwin",621566,621242,,swinging_strike,,,,,5,Matt Olson called out on strikes.,R,L,R,NYM,ATL,S,,,0,0,2022,-0.94,1.07,-0.02,2.75,,,,1,8,Top,,,,,543510,,,7.902157776381040,-144.98774936130600,-3.118871125106060,-15.14225319822900,33.44431021523070,-16.483973965441200,3.46,1.71,,,,101.2,2182,7.1,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.41,,,,,,,,60,1,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Standard,229,0,-0.024,,
SL,2022-08-04,90,-2.03,5.31,"Díaz, Edwin",621020,621242,field_out,hit_into_play,,,,,8,"Dansby Swanson grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,ATL,X,6,ground_ball,0,0,2022,0.1,0.55,0.13,2.03,,,,0,8,Top,106.25,157.02,,,543510,,,5.211251524862230,-131.10974459749200,-3.4836304701678300,0.19847542357752800,23.51936493759030,-25.299843911892900,3.52,1.64,86,38.5,33,91.7,2228,6.9,662419,621242,543510,624413,643446,641645,596019,571980,607043,516782,53.57,0.186,0.195,0,1,0,0,1,59,1,Slider,6,4,4,6,4,6,4,6,Standard,Standard,218,0.036,-0.221,,
SL,2022-07-29,93,-2.26,5.01,"Díaz, Edwin",621563,621242,strikeout,swinging_strike,,,,,14,Joey Wendle strikes out swinging.,R,L,R,MIA,NYM,S,2,,0,2,2022,0.23,0.61,0.84,1.29,,,,2,9,Bot,,,,,621512,,,7.5650881505276600,-135.11022862658500,-5.1204185689815100,1.0502484239203900,31.229050115651200,-23.784982134180200,3.28,1.55,,,,94.2,2282,7.2,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.26,,0,0,1,0,0,,81,4,Slider,4,6,4,6,6,4,4,6,Standard,Standard,200,-0.014,-0.059,,
SL,2022-07-29,91.8,-2.34,4.98,"Díaz, Edwin",621563,621242,,foul,,,,,14,Joey Wendle strikes out swinging.,R,L,R,MIA,NYM,S,,,0,2,2022,0.18,0.27,0.2,0.86,,,,2,9,Bot,,,,,621512,,,6.1825680436208200,-133.60553651535500,-5.266955829724630,0.8242773439561590,27.775557755568300,-28.033290281478400,3.28,1.55,1,48,-32,93.8,2258,7.4,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.14,,,,,,,,81,3,Slider,4,6,4,6,6,4,4,6,Standard,Standard,144,0,0,,
FF,2022-07-29,100.5,-2.41,4.89,"Díaz, Edwin",621563,621242,,called_strike,,,,,6,Joey Wendle strikes out swinging.,R,L,R,MIA,NYM,S,,,0,1,2022,-1.24,1.05,0.77,2.16,,,,2,9,Bot,,,,,621512,,,11.893996267562100,-145.7618143124220,-4.732722274217420,-20.451534840155500,34.45115521055400,-16.23668635661250,3.48,1.55,,,,101.7,2427,7.1,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.36,,,,,,,,81,2,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,239,0,-0.023,,
FF,2022-07-29,100.2,-2.51,4.83,"Díaz, Edwin",621563,621242,,foul,,,,,6,Joey Wendle strikes out swinging.,R,L,R,MIA,NYM,S,,,0,0,2022,-1.08,1.19,0.71,2.63,,,,2,9,Bot,,,,,621512,,,11.614903766131900,-145.43861246650400,-3.499643561252240,-18.17710735446370,36.54952425244920,-14.6501029995251,3.28,1.55,163,61.5,34,101.2,2470,7.1,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.38,,,,,,,,81,1,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,232,0,-0.017,,
SL,2022-07-29,92,-2.27,5.05,"Díaz, Edwin",660821,621242,strikeout,called_strike,,,,,7,Jesus Sanchez called out on strikes.,R,L,R,MIA,NYM,S,2,,0,2,2022,0.1,0.42,-0.57,1.92,,,,1,9,Bot,,,,,621512,,,4.170877127425520,-133.94688445017000,-3.0535650267788400,0.29582431009421200,28.863672333930900,-26.72295406936780,3.37,1.63,,,,93.6,2280,7.2,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.33,,0,0,1,0,0,,80,3,Slider,4,6,4,6,6,4,4,6,Infield shade,Standard,204,-0.029,-0.1,,
FF,2022-07-29,100.2,-2.4,4.8,"Díaz, Edwin",660821,621242,,swinging_strike,,,,,1,Jesus Sanchez called out on strikes.,R,L,R,MIA,NYM,S,,,0,1,2022,-1.16,1.05,-0.29,3.36,,,,1,9,Bot,,,,,621512,,,8.744013649993850,-145.6593052680970,-1.0754924420334100,-18.647825851133200,36.691306763908600,-17.309595311415500,3.37,1.63,,,,101.9,2455,7.4,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.07,,,,,,,,80,2,4-Seam Fastball,4,6,4,6,6,4,4,6,Infield shade,Standard,232,0,-0.031,,
SL,2022-07-29,89.9,-2.48,5.18,"Díaz, Edwin",660821,621242,,called_strike,,,,,4,Jesus Sanchez called out on strikes.,R,L,R,MIA,NYM,S,,,0,0,2022,0.18,0.25,-0.62,2.2,,,,1,9,Bot,,,,,621512,,,4.280970917553930,-130.88854048410600,-1.9165376333136200,1.1098440746142300,28.257657246466300,-29.159469906562500,3.17,1.41,,,,91,2222,7,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.53,,,,,,,,80,1,Slider,4,6,4,6,6,4,4,6,Infield shade,Standard,197,0,-0.024,,
SL,2022-07-29,91.6,-2.16,5.11,"Díaz, Edwin",663743,621242,strikeout,swinging_strike,,,,,14,Nick Fortes strikes out swinging.,R,R,R,MIA,NYM,S,2,,0,2,2022,-0.03,0.17,1.25,1.77,,,,0,9,Bot,,,,,621512,,,8.80210130829639,-133.2670148368290,-3.0015388505209300,-2.0544882942477700,26.223828637685100,-29.763589030783300,3.28,1.54,,,,93.2,2245,7.1,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.44,,0,0,1,0,0,,79,3,Slider,4,6,4,6,6,4,4,6,Standard,Standard,230,-0.044,-0.141,,
FF,2022-07-29,98.9,-2.45,4.93,"Díaz, Edwin",663743,621242,,foul,,,,,11,Nick Fortes strikes out swinging.,R,R,R,MIA,NYM,S,,,0,1,2022,-1.56,1.3,-0.1,3.68,,,,0,9,Bot,,,,,621512,,,10.234668964140400,-143.62101357458800,-0.9145079170350800,-24.011010372899200,37.93511553963170,-14.380343098991100,3.28,1.54,77,74.7,79,100.2,2374,7.4,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.06,,,,,,,,79,2,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,234,0,-0.046,,
SL,2022-07-29,88.4,-2.38,5.28,"Díaz, Edwin",663743,621242,,swinging_strike,,,,,9,Nick Fortes strikes out swinging.,R,R,R,MIA,NYM,S,,,0,0,2022,-0.11,0.41,0.78,1.79,,,,0,9,Bot,,,,,621512,,,8.053424565201440,-128.63428464634800,-3.3246300873517000,-2.8002089429745100,25.3143733818899,-27.157385609669000,3.28,1.54,,,,89.8,2264,7,661372,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.46,,,,,,,,79,1,Slider,4,6,4,6,6,4,4,6,Standard,Standard,209,0,-0.034,,
SL,2022-07-26,93.3,-1.95,5.01,"Díaz, Edwin",650402,621242,strikeout,swinging_strike,,,,,14,Gleyber Torres strikes out swinging.,R,R,R,NYM,NYY,S,2,,1,2,2022,-0.12,0.48,1.18,1.66,,624431,592450,2,9,Top,,,,,621512,,,8.478402091086220,-135.6393175110530,-3.9887219806566700,-3.3191746782612800,28.52871139657230,-25.619594967797000,3.28,1.53,,,,95.3,2333,7.4,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.11,,0,0,1,0,0,,75,4,Slider,6,3,3,6,3,6,3,6,Standard,Standard,235,0.032,-0.319,,
SL,2022-07-26,92,-2.09,4.98,"Díaz, Edwin",650402,621242,,foul,,,,,8,Gleyber Torres strikes out swinging.,R,R,R,NYM,NYY,S,,,1,1,2022,0.01,0.44,-0.19,1.69,,624431,592450,2,9,Top,,,,,621512,,,4.910270017749610,-134.00501395945700,-3.566162407664880,-0.8634243382327570,26.710691907229600,-26.307080487557800,3.28,1.53,,,,94.1,2323,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.19,,,,,,,,75,3,Slider,6,3,3,6,3,6,3,6,Standard,Standard,179,0,-0.102,,
FF,2022-07-26,98.9,-1.97,4.77,"Díaz, Edwin",650402,621242,,ball,,,,,14,Gleyber Torres strikes out swinging.,R,R,R,NYM,NYY,B,,,0,1,2022,-1.19,1.08,1.1,2.34,,624431,592450,2,9,Top,,,,,621512,,,11.374599528902100,-143.55123752386500,-3.758426812419,-19.155856153703800,33.37697980619140,-16.564656476011100,3.21,1.55,,,,100.8,2386,7.4,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.05,,,,,,,,75,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,235,0,0.037,,
SL,2022-07-26,90.7,-2.19,5.09,"Díaz, Edwin",650402,621242,,called_strike,,,,,5,Gleyber Torres strikes out swinging.,R,R,R,NYM,NYY,S,,,0,0,2022,0.12,0.35,0.16,2.62,,624431,592450,2,9,Top,,,,,621512,,,5.671069533850530,-132.0628703615560,-1.053353773018930,0.27826349666450100,26.55637618610670,-28.01005541166030,3.3,1.58,,,,91.9,2229,6.8,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.67,,,,,,,,75,1,Slider,6,3,3,6,3,6,3,6,Standard,Standard,204,0,-0.061,,
FF,2022-07-26,100.2,-2.22,4.82,"Díaz, Edwin",519203,621242,strikeout,swinging_strike,,,,,11,Anthony Rizzo strikes out swinging.,R,L,R,NYM,NYY,S,2,,0,2,2022,-1.3,1.19,-1.45,4.01,,624431,592450,1,9,Top,,,,,621512,,,5.297419317638060,-145.90120832349000,0.35205631507100200,-19.77036696820550,35.54924256706320,-15.590238667467800,3.71,1.79,,,,101.9,2433,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.24,,0,0,1,0,0,,74,3,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Strategic,230,0.047,-0.296,,
SL,2022-07-26,91.5,-2.17,5.05,"Díaz, Edwin",519203,621242,,called_strike,,,,,7,Anthony Rizzo strikes out swinging.,R,L,R,NYM,NYY,S,,,0,1,2022,0.06,0.46,-0.5,2.08,,624431,592450,1,9,Top,,,,,621512,,,4.148983910481140,-133.40510746880800,-2.7387723307172300,-0.06677661367623550,25.52687045149760,-26.291196724854600,3.83,1.74,,,,93.8,2248,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.21,,,,,,,,74,2,Slider,6,3,3,6,3,6,3,6,Infield shade,Strategic,205,0,-0.094,,
SL,2022-07-26,90.7,-2.17,5.11,"Díaz, Edwin",519203,621242,,foul,,,,,4,Anthony Rizzo strikes out swinging.,R,L,R,NYM,NYY,S,,,0,0,2022,0.22,0.61,-0.43,2.96,,624431,592450,1,9,Top,,,,,621512,,,3.949305841512740,-132.22490936221500,-0.8439027881715590,1.84672902072624,24.946170649604200,-25.012418466020500,3.71,1.79,4,62.9,-40,92.6,2268,7,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.46,,,,,,,,74,1,Slider,6,3,3,6,3,6,3,6,Infield shade,Strategic,198,0,-0.081,,
SL,2022-07-26,91.9,-2.11,4.95,"Díaz, Edwin",592450,621242,fielders_choice,hit_into_play,,,,,9,"Aaron Judge reaches on a fielder's choice, fielded by pitcher Edwin Diaz.   Jose Trevino to 2nd.  Jose Trevino advances to 2nd, on a throwing error by pitcher Edwin Diaz.",R,R,R,NYM,NYY,X,1,ground_ball,0,2,2022,0.15,0.71,0.58,2.03,,,624431,1,9,Top,123.95,185.49,,,621512,,,6.648887972962450,-133.82438170934900,-3.171577189400900,0.4320376316524120,26.73251211970580,-23.17430908775420,3.97,1.91,1,59.5,-59,94,2285,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.2,0.254,0.246,0.9,1,0,0,2,73,3,Slider,6,3,3,6,3,6,3,6,Standard,Standard,208,-0.046,0.603,,
FF,2022-07-26,99.6,-2.09,4.86,"Díaz, Edwin",592450,621242,,swinging_strike,,,,,1,"Aaron Judge reaches on a fielder's choice, fielded by pitcher Edwin Diaz.   Jose Trevino to 2nd.  Jose Trevino advances to 2nd, on a throwing error by pitcher Edwin Diaz.",R,R,R,NYM,NYY,S,,,0,1,2022,-0.98,1.13,-0.71,4.03,,,624431,1,9,Top,,,,,621512,,,6.22303497063902,-144.96713385755200,0.5142487231137930,-15.345929254308200,35.32395361399440,-16.595954470440000,3.97,1.91,,,,101.3,2378,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.19,,,,,,,,73,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,232,0,-0.068,,
FF,2022-07-26,100,-2.14,4.85,"Díaz, Edwin",592450,621242,,foul,,,,,2,"Aaron Judge reaches on a fielder's choice, fielded by pitcher Edwin Diaz.   Jose Trevino to 2nd.  Jose Trevino advances to 2nd, on a throwing error by pitcher Edwin Diaz.",R,R,R,NYM,NYY,S,,,0,0,2022,-1.04,1.16,0.13,3.75,,,624431,1,9,Top,,,,,621512,,,8.925931904655940,-145.36298790287600,-0.3367437527280730,-16.8984299276287,36.18939157155540,-15.98557994979510,3.97,1.91,,,,102,2509,7.6,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,52.94,,,,,,,,73,1,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,230,0,-0.048,,
SL,2022-07-26,92.2,-2.11,4.99,"Díaz, Edwin",518934,621242,strikeout,swinging_strike,,,,,14,DJ LeMahieu strikes out swinging.,R,R,R,NYM,NYY,S,2,,0,2,2022,0,0.44,1.03,1.96,,,624431,0,9,Top,,,,,621512,,,8.122594108255150,-134.14560572261800,-2.934017397609810,-1.505028933443060,25.52593107125630,-26.46861630248460,3.38,1.63,,,,94.5,2384,7.4,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.12,,0,0,1,0,0,,72,4,Slider,6,3,3,6,3,6,3,6,Standard,Standard,215,0.034,-0.209,,
FF,2022-07-26,100.4,-2.07,4.89,"Díaz, Edwin",518934,621242,,foul,,,,,12,DJ LeMahieu strikes out swinging.,R,R,R,NYM,NYY,S,,,0,2,2022,-1.09,1.1,0.36,3.74,,,624431,0,9,Top,,,,,621512,,,9.5261200239962,-145.92007028502200,-0.4588357811254770,-17.815377122693200,33.11518306147750,-16.449609969274100,3.38,1.63,261,88.2,51,102.8,2467,7.6,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,52.95,,,,,,,,72,3,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,228,0,0,,
FF,2022-07-26,99.3,-2.3,4.8,"Díaz, Edwin",518934,621242,,swinging_strike,,,,,11,DJ LeMahieu strikes out swinging.,R,R,R,NYM,NYY,S,,,0,1,2022,-1.05,1.11,-1.01,3.83,,,624431,0,9,Top,,,,,621512,,,6.097797554140430,-144.5298002156070,0.17494629927800300,-16.091443134551600,33.6972176963446,-16.86731330249710,3.38,1.63,,,,100.9,2377,7.2,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.33,,,,,,,,72,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,227,0,-0.08,,
FF,2022-07-26,98.4,-2.34,4.9,"Díaz, Edwin",518934,621242,,called_strike,,,,,9,DJ LeMahieu strikes out swinging.,R,R,R,NYM,NYY,S,,,0,0,2022,-1.04,1.18,0.71,1.67,,,624431,0,9,Top,,,,,621512,,,10.826688696876300,-142.79768837608200,-6.094891689660150,-16.697172695994600,32.95755995046800,-14.70111888069660,3.23,1.6,,,,99.7,2373,7.2,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.33,,,,,,,,72,1,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,230,0,-0.066,,
SL,2022-07-26,91.7,-1.99,5.1,"Díaz, Edwin",624431,621242,single,hit_into_play,,,,,9,Jose Trevino singles on a ground ball to third baseman Eduardo Escobar.,R,R,R,NYM,NYY,X,5,ground_ball,1,2,2022,0.07,0.57,0.75,1.89,,,,0,9,Top,114.52,172.1,,,621512,,,6.897113241524840,-133.43062754984600,-3.592417525612950,-0.5708202698186690,27.156034295598800,-24.732845845305200,3.04,1.38,1,63.3,-68,93.5,2306,7.2,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.29,0.234,0.183,0.9,1,1,0,2,71,4,Slider,6,3,3,6,3,6,3,6,Standard,Strategic,209,-0.036,0.458,,
SL,2022-07-26,93,-2.05,5.03,"Díaz, Edwin",624431,621242,,ball,,,,,14,Jose Trevino singles on a ground ball to third baseman Eduardo Escobar.,R,R,R,NYM,NYY,B,,,0,2,2022,-0.02,0.26,2.95,0.6,,,,0,9,Top,,,,,621512,,,13.052260547247900,-134.73032934009600,-6.202497698186770,-3.027093291015710,29.233705054471100,-27.73459889149600,3.17,1.51,,,,94.4,2308,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.17,,,,,,,,71,3,Slider,6,3,3,6,3,6,3,6,Standard,Strategic,237,0,0.017,,
FF,2022-07-26,98.3,-2.18,4.91,"Díaz, Edwin",624431,621242,,foul,,,,,3,Jose Trevino singles on a ground ball to third baseman Eduardo Escobar.,R,R,R,NYM,NYY,S,,,0,1,2022,-1.22,1.09,0.33,3.15,,,,0,9,Top,,,,,621512,,,9.808842642243490,-142.88681237051,-1.8759435076555700,-18.93817469710940,31.892286502884700,-16.9121768757832,3.04,1.38,237,90.8,54,100.2,2335,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.16,,,,,,,,71,2,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,234,0,-0.046,,
FF,2022-07-26,97.9,-2.32,4.92,"Díaz, Edwin",624431,621242,,foul,,,,,12,Jose Trevino singles on a ground ball to third baseman Eduardo Escobar.,R,R,R,NYM,NYY,S,,,0,0,2022,-1.28,1.28,0.46,3.4,,,,0,9,Top,,,,,621512,,,10.643011979373800,-142.28366496644700,-1.5858949612091800,-19.827395336327900,32.10606597216530,-14.562202727183300,3.04,1.38,119,84.9,75,99.7,2436,7.3,662438,621242,621512,624413,643446,500871,596019,608671,607043,516782,53.18,,,,,,,,71,1,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,230,0,-0.034,,
SL,2022-07-26,92.6,-1.92,5.1,"Díaz, Edwin",608336,621242,strikeout,swinging_strike,,,,,14,Joey Gallo strikes out swinging.,R,L,R,NYM,NYY,S,2,,2,2,2022,0.05,0.46,0.14,1.18,,,543305,2,8,Top,,,,,621512,,,5.2613634472402200,-134.825008318485,-5.379394131395250,-0.44532761658726300,25.65796230491660,-25.71718409515600,3.52,1.66,,,,94.7,2249,7.2,662438,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.29,,0,0,1,0,0,,64,5,Slider,5,3,3,5,3,5,3,5,Infield shift,Strategic,225,0.034,-0.188,,
SL,2022-07-26,90.7,-1.98,5.17,"Díaz, Edwin",608336,621242,,ball,,,,,13,Joey Gallo strikes out swinging.,R,L,R,NYM,NYY,B,,,1,2,2022,0.12,0.38,-1.31,1.62,,,543305,2,8,Top,,,,,621512,,,1.446838031030520,-132.25937402306900,-3.8730931495433500,1.1708602184800700,25.210887471850000,-27.111786985243900,3.44,1.66,,,,92.3,2332,6.9,662438,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.6,,,,,,,,64,4,Slider,5,3,3,5,3,5,3,5,Infield shift,Standard,216,0,0.029,,
SL,2022-07-26,91.5,-1.98,5.07,"Díaz, Edwin",608336,621242,,ball,,,,,13,Joey Gallo strikes out swinging.,R,L,R,NYM,NYY,B,,,0,2,2022,0.16,0.02,-1.53,1.18,,,543305,2,8,Top,,,,,621512,,,0.8135378349212390,-133.29434958115600,-4.073433768571080,1.7043774560029900,26.312595026663300,-31.270864503612200,3.46,1.62,,,,92.9,2327,6.9,662438,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.61,,,,,,,,64,3,Slider,5,3,3,5,3,5,3,5,Infield shift,Standard,149,0,0.023,,
SL,2022-07-26,90,-2.04,5.13,"Díaz, Edwin",608336,621242,,swinging_strike,,,,,9,Joey Gallo strikes out swinging.,R,L,R,NYM,NYY,S,,,0,1,2022,0.1,0.38,0.36,1.65,,,543305,2,8,Top,,,,,621512,,,5.845682367142560,-130.9562228748790,-3.5442307944997800,-0.04674036222587010,26.021974999299900,-27.214072733009400,3.52,1.66,,,,91.5,2217,7.1,662438,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.43,,,,,,,,64,2,Slider,5,3,3,5,3,5,3,5,Infield shift,Standard,242,0,-0.048,,
FF,2022-07-26,99.7,-2.19,4.87,"Díaz, Edwin",608336,621242,,called_strike,,,,,6,Joey Gallo strikes out swinging.,R,L,R,NYM,NYY,S,,,0,0,2022,-1.27,1.05,0.49,2.86,,,543305,2,8,Top,,,,,621512,,,10.538798219015500,-144.864879082957,-2.6279402804691500,-20.32369105394820,33.64874778213700,-16.981010235967900,3.51,1.67,,,,101.4,2381,7.3,662438,621242,621512,624413,643446,500871,596019,592192,607043,516782,53.23,,,,,,,,64,1,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,233,0,-0.035,,
SL,2022-07-24,92.1,-1.84,5.03,"Díaz, Edwin",543592,621242,strikeout,swinging_strike,,,,,14,Austin Nola strikes out swinging.,R,R,R,NYM,SD,S,2,,2,2,2022,0.04,0.4,0.96,1.97,,595751,,2,9,Top,,,,,621512,,,7.12519578920231,-133.9779068396550,-2.8669449112471400,-0.8977927769735840,27.012887840448500,-26.90433872520080,3.54,1.63,,,,94,2299,7.2,662458,621242,621512,624413,643446,641645,596019,608671,607043,516782,53.26,,0,0,1,0,0,,83,5,Slider,8,5,5,8,5,8,5,8,Standard,Standard,216,0.012,-0.259,,
