pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher.1,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2.4.1.1,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2022-07-06,100.4,-2.36,4.84,"Díaz, Edwin",519058,621242,,ball,,,,,12,Mike Moustakas strikes out swinging.,R,L,R,CIN,NYM,B,,,1,2,2022,-1.24,1.13,1.15,3.09,,571980,,0,10,Bot,,,,,543510,,,12.925763397307000,-145.62556879039200,-2.1516334275704100,-20.76300884595170,35.98911808121660,-15.80873135743740,3.46,1.64,,,,102.1,2439,7.5,663051,621242,543510,642086,641645,500871,596019,643446,607043,542255,53.01,,,,,,,,84,4,4-Seam Fastball,3,8,3,8,8,3,3,8,Standard,Standard,232,0,0.044,,
FF,2022-07-06,100,-2.4,4.91,"Díaz, Edwin",519058,621242,,ball,,,,,12,Mike Moustakas strikes out swinging.,R,L,R,CIN,NYM,B,,,0,2,2022,-1.14,1.11,0.98,4.64,,571980,,0,10,Bot,,,,,543510,,,12.198131165574600,-145.00552108591200,2.12889482069196,-19.04323070375040,36.19553800362170,-17.367385389635300,3.5,1.64,,,,101.1,2482,7.2,663051,621242,543510,642086,641645,500871,596019,643446,607043,542255,53.29,,,,,,,,84,3,4-Seam Fastball,3,8,3,8,8,3,3,8,Standard,Standard,232,0,0.034,,
FF,2022-07-06,99.5,-2.51,4.89,"Díaz, Edwin",519058,621242,,swinging_strike,,,,,4,Mike Moustakas strikes out swinging.,R,L,R,CIN,NYM,S,,,0,1,2022,-1.4,1.1,-0.73,2.91,,571980,,0,10,Bot,,,,,543510,,,8.265701783018620,-144.5798905871100,-2.6299403847199400,-21.53478049834100,35.4091812997521,-16.298204003303300,3.51,1.64,,,,100.4,2401,7,663051,621242,543510,642086,641645,500871,596019,643446,607043,542255,53.5,,,,,,,,84,2,4-Seam Fastball,3,8,3,8,8,3,3,8,Standard,Standard,233,0,-0.076,,
FF,2022-07-06,98.6,-2.6,5,"Díaz, Edwin",519058,621242,,swinging_strike,,,,,1,Mike Moustakas strikes out swinging.,R,L,R,CIN,NYM,S,,,0,0,2022,-1.33,1.1,-0.52,3.56,,571980,,0,10,Bot,,,,,543510,,,8.863770699646240,-143.3695760916600,-0.9794071103709400,-20.452396237807900,34.720115591185600,-17.05466661906890,3.51,1.64,,,,99.6,2385,7,663051,621242,543510,642086,641645,500871,596019,643446,607043,542255,53.53,,,,,,,,84,1,4-Seam Fastball,3,8,3,8,8,3,3,8,Infield shade,Standard,234,0,-0.055,,
SL,2022-07-03,90.4,-2.18,4.94,"Díaz, Edwin",665750,621242,field_out,hit_into_play,,,,,8,Leody Taveras lines out to left fielder Ender Inciarte.,R,L,R,NYM,TEX,X,7,line_drive,0,1,2022,0.28,0.22,0.01,1.9,,663993,641680,2,9,Top,70.34,82.36,,,543510,,,4.972168495589870,-131.784834927262,-2.2350813686838300,2.364635339954440,24.430256196002300,-29.393271526261600,3.68,1.76,321,98.6,21,92.7,2227,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.25,0.323,0.406,0,1,0,0,5,71,2,Slider,4,1,1,4,1,4,1,4,Strategic,Standard,180,0.032,-0.384,,
FF,2022-07-03,100.2,-2.34,4.77,"Díaz, Edwin",665750,621242,,called_strike,,,,,9,Leody Taveras lines out to left fielder Ender Inciarte.,R,L,R,NYM,TEX,S,,,0,0,2022,-1.14,0.95,0.76,2.18,,663993,641680,2,9,Top,,,,,543510,,,11.46879140163620,-145.42730858775400,-4.041141491044380,-18.868517063485800,35.48917653583300,-17.948412212951200,3.66,1.76,,,,101.7,2310,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.16,,,,,,,,71,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Strategic,Standard,229,0,-0.061,,
SL,2022-07-03,90,-2.11,5.06,"Díaz, Edwin",641598,621242,strikeout,swinging_strike,,,,,14,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,S,2,,3,2,2022,0.42,0.28,0.88,1.9,,663993,641680,1,9,Top,,,,,543510,,,6.626817783830400,-130.93539782079900,-2.4928725440532800,3.51539572104451,27.160591356284800,-28.601813904955900,3.44,1.62,,,,91.8,2174,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.17,,0,0,1,0,0,,70,6,Slider,4,1,1,4,1,4,1,4,Standard,Standard,177,0.047,-0.551,,
SL,2022-07-03,90.7,-2.14,5.03,"Díaz, Edwin",641598,621242,,blocked_ball,,,,,14,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,B,,,2,2,2022,0.14,0.37,1.84,0.47,,663993,641680,1,9,Top,,,,,543510,,,9.825083189495860,-131.71141433029200,-6.380805967505350,-0.2916760524905650,25.682632445144500,-26.765319563715800,3.32,1.59,,,,92.5,2245,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.23,,,,,,,,70,5,Slider,4,1,1,4,1,4,1,4,Standard,Standard,198,0,0.165,,
SL,2022-07-03,91.5,-2.08,5.02,"Díaz, Edwin",641598,621242,,blocked_ball,,,,,14,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,B,,,1,2,2022,-0.01,0.35,1.58,0.53,,663993,641680,1,9,Top,,,,,543510,,,9.40612604981299,-133.01554018397900,-6.4058559701027400,-1.8004688869410100,23.704798127776400,-26.936990996226900,3.47,1.62,,,,93.8,2279,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.17,,,,,,,,70,4,Slider,4,1,1,4,1,4,1,4,Standard,Standard,205,0,0.06,,
SL,2022-07-03,91.3,-2.05,5,"Díaz, Edwin",641598,621242,,swinging_strike,,,,,14,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,S,,,1,1,2022,0.04,0.32,1.16,1.8,,663993,641680,1,9,Top,,,,,543510,,,8.14932790672032,-132.80472696032400,-2.973001299568900,-1.0377073112129400,24.901343466256200,-27.98220650537650,3.44,1.62,,,,93.4,2317,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.23,,,,,,,,70,3,Slider,4,1,1,4,1,4,1,4,Standard,Standard,196,0,-0.118,,
FF,2022-07-03,98.9,-2.17,4.8,"Díaz, Edwin",641598,621242,,foul,,,,,2,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,S,,,1,0,2022,-1.18,0.92,-0.07,3.04,,663993,641680,1,9,Top,,,,,543510,,,8.663501320429750,-143.6977465680710,-1.4918913331377200,-18.41584901935020,34.450723210361200,-19.27611803310680,3.44,1.62,202,73.8,51,100.9,2288,7.5,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,52.98,,,,,,,,70,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,229,0,-0.089,,
SL,2022-07-03,90.9,-2.2,5.05,"Díaz, Edwin",641598,621242,,blocked_ball,,,,,14,Mitch Garver strikes out swinging.,R,R,R,NYM,TEX,B,,,0,0,2022,0.11,0.38,1.3,0.69,,663993,641680,1,9,Top,,,,,543510,,,8.664064431614270,-132.03834580122600,-5.927191122076500,-0.4467145541316260,26.640055806232300,-26.63840051455520,3.49,1.62,,,,92.5,2185,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.28,,,,,,,,70,1,Slider,4,1,1,4,1,4,1,4,Standard,Standard,220,0,0.063,,
SL,2022-07-03,89.7,-2.34,5.09,"Díaz, Edwin",641680,621242,single,hit_into_play,,,,,4,Jonah Heim singles on a sharp line drive to right fielder Starling Marte.   Nathaniel Lowe to 2nd.,R,L,R,NYM,TEX,X,9,line_drive,0,0,2022,-0.05,0.36,-0.63,2.32,,,663993,1,9,Top,189.05,115.02,,,543510,,,4.384030782202000,-130.57350289130100,-1.6689240796755500,-1.440959039662630,26.690934234089100,-27.938263202881900,3.42,1.56,261,102.3,15,91.1,2123,7,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.48,0.626,0.641,0.9,1,1,0,4,69,1,Slider,4,1,1,4,1,4,1,4,Standard,Standard,177,-0.046,0.483,,
SL,2022-07-03,89.5,-2.25,5.1,"Díaz, Edwin",594777,621242,strikeout,swinging_strike,,,,,7,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,2,,1,2,2022,0.22,0.28,-0.35,1.61,,,663993,0,9,Top,,,,,543510,,,4.288246340548260,-130.4494293415080,-3.3277324381796600,1.7322311855565100,23.556880181135200,-28.556916861591700,3.13,1.51,,,,91.4,2258,7,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.49,,0,0,1,0,0,,68,4,Slider,4,1,1,4,1,4,1,4,Infield shift,Standard,153,0.034,-0.252,,
FF,2022-07-03,99.2,-2.38,4.79,"Díaz, Edwin",594777,621242,,swinging_strike,,,,,4,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,1,1,2022,-1.43,1.13,-0.48,2.38,,,663993,0,9,Top,,,,,543510,,,8.687046413484180,-144.19282990255500,-3.84860157596832,-21.977263955951500,33.95344238435350,-15.757366071142800,3.13,1.51,,,,100.8,2307,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.27,,,,,,,,68,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard,231,0,-0.088,,
FF,2022-07-03,99.1,-2.43,4.69,"Díaz, Edwin",594777,621242,,ball,,,,,13,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,B,,,0,1,2022,-1.39,1.07,-0.14,1.11,,,663993,0,9,Top,,,,,543510,,,9.688738203242690,-143.84355780535600,-6.91353920798943,-21.62749610264960,34.3587991145128,-15.836169132485400,3.09,1.51,,,,100.5,2305,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.26,,,,,,,,68,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard,231,0,0.051,,
SL,2022-07-03,88.5,-2.46,5.1,"Díaz, Edwin",594777,621242,,foul,,,,,1,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,0,0,2022,-0.09,0.23,-0.64,2.84,,,663993,0,9,Top,,,,,543510,,,4.6819960885443600,-128.86514306321400,0.09607028084254530,-2.0140601717576000,26.673151918495200,-29.887868959310800,3.13,1.51,205,76.4,47,89.6,2319,6.9,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.58,,,,,,,,68,1,Slider,4,1,1,4,1,4,1,4,Infield shift,Standard,207,0,-0.066,,
SL,2022-07-03,91.2,-2.27,5.06,"Díaz, Edwin",663993,621242,walk,ball,,,,,13,Nathaniel Lowe walks.,R,L,R,NYM,TEX,B,,,3,2,2022,0.17,0.37,-1.22,2.02,,,,0,9,Top,,,,,543510,,,2.305935021676440,-132.87806511322600,-2.6482057525300900,1.6263160533126300,25.465153977156400,-27.406898631678600,3.32,1.58,,,,93,2256,7,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.46,,0.688744,0.7,1,0,0,,67,8,Slider,4,1,1,4,1,4,1,4,Strategic,Standard,176,-0.036,0.321,,
SL,2022-07-03,89.8,-2.14,5.08,"Díaz, Edwin",663993,621242,,foul,,,,,6,Nathaniel Lowe walks.,R,L,R,NYM,TEX,S,,,3,2,2022,0.2,0.42,0.31,2.37,,,,0,9,Top,,,,,543510,,,5.744806181868960,-130.71240613777000,-1.654434078235930,1.1353137410528100,26.973136074344900,-27.262748525999000,3.44,1.58,315,90.3,42,91.4,2259,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.32,,,,,,,,67,7,Slider,4,1,1,4,1,4,1,4,Strategic,Standard,183,0,0,,
SL,2022-07-03,92.2,-2.27,5.01,"Díaz, Edwin",663993,621242,,ball,,,,,14,Nathaniel Lowe walks.,R,L,R,NYM,TEX,B,,,2,2,2022,0.2,0.55,0.94,0.49,,,,0,9,Top,,,,,543510,,,7.861605193676430,-134.01954593503300,-6.973833354653640,0.7343261888953520,28.49771608818740,-24.221612380731200,3.36,1.58,,,,93.8,2275,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.22,,,,,,,,67,6,Slider,4,1,1,4,1,4,1,4,Strategic,Strategic,219,0,0.103,,
FF,2022-07-03,98.2,-2.49,4.82,"Díaz, Edwin",663993,621242,,foul,,,,,4,Nathaniel Lowe walks.,R,L,R,NYM,TEX,S,,,2,2,2022,-1.12,1.03,-0.5,2.84,,,,0,9,Top,,,,,543510,,,8.126819048946790,-142.85576373098500,-2.315292253618390,-17.197041368109300,31.729227705778200,-17.71662889873100,3.44,1.58,133,84.2,9,100,2285,7.2,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.27,,,,,,,,67,5,4-Seam Fastball,4,1,1,4,1,4,1,4,Strategic,Standard,226,0,0,,
FF,2022-07-03,98.3,-2.45,4.79,"Díaz, Edwin",663993,621242,,foul,,,,,5,Nathaniel Lowe walks.,R,L,R,NYM,TEX,S,,,2,1,2022,-1.02,1.06,-0.16,2.8,,,,0,9,Top,,,,,543510,,,8.73779367986139,-142.90800918182700,-2.409539533059710,-15.898157214004600,31.740269156959900,-17.280150828286600,3.44,1.58,,,,100.3,2347,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.16,,,,,,,,67,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,227,0,-0.066,,
FF,2022-07-03,97.6,-2.47,4.85,"Díaz, Edwin",663993,621242,,swinging_strike,,,,,1,Nathaniel Lowe walks.,R,L,R,NYM,TEX,S,,,2,0,2022,-1.13,1.1,-0.47,3.34,,,,0,9,Top,,,,,543510,,,8.127942740419950,-142.00029650983800,-1.1145161509669300,-17.11237245466160,31.254308884247900,-17.253746376311400,3.44,1.58,,,,99.6,2320,7.3,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.16,,,,,,,,67,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Strategic,Standard,230,0,-0.056,,
FF,2022-07-03,97.9,-2.55,4.85,"Díaz, Edwin",663993,621242,,ball,,,,,13,Nathaniel Lowe walks.,R,L,R,NYM,TEX,B,,,1,0,2022,-1.32,0.98,-1.07,2.49,,,,0,9,Top,,,,,543510,,,7.156868996510760,-142.36840922246400,-3.193687758370790,-19.59868800140810,32.02386187642270,-18.26376419752340,3.45,1.58,,,,99.3,2387,7.1,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.42,,,,,,,,67,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Strategic,Standard,232,0,0.063,,
FF,2022-07-03,98.2,-2.6,4.83,"Díaz, Edwin",663993,621242,,ball,,,,,14,Nathaniel Lowe walks.,R,L,R,NYM,TEX,B,,,0,0,2022,-1.43,1.05,1.08,1.52,,,,0,9,Top,,,,,543510,,,13.480034908086300,-142.21167834155100,-6.0043160880750600,-22.459968163874900,32.76251433403640,-16.599529405141200,3.41,1.58,,,,99.7,2252,7.4,662509,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.1,,,,,,,,67,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Strategic,Standard,232,0,0.033,,
SL,2022-07-01,91.3,-2.15,4.92,"Díaz, Edwin",594777,621242,strikeout,swinging_strike,,,,,14,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,2,,3,2,2022,0.12,0.32,0.78,0.74,,,,2,9,Top,,,,,543510,,,7.289967161588580,-132.92531324316600,-5.518007004143520,0.04525640500950030,24.88523933042400,-27.45480736898860,3.12,1.52,,,,93.7,2232,7.4,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.13,,0,0,1,0,0,,65,8,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,196,0.035,-0.116,,
SL,2022-07-01,89.7,-2.21,4.93,"Díaz, Edwin",594777,621242,,foul,,,,,13,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,3,2,2022,0.12,0.29,-1.1,1.86,,,,2,9,Top,,,,,543510,,,2.5325929742436300,-130.8327766012560,-2.3456410625937300,0.9290518488114480,23.549032752902300,-28.614020262793400,3.12,1.52,153,69.2,65,91.6,2213,7,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.51,,,,,,,,65,7,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,177,0,0,,
SL,2022-07-01,92.3,-2.17,4.84,"Díaz, Edwin",594777,621242,,foul,,,,,8,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,3,2,2022,-0.18,0.27,-0.16,1.89,,,,2,9,Top,,,,,543510,,,5.595836147148820,-134.43291523708800,-2.4170095669194900,-3.1746976497304000,24.234396143270200,-28.644314227586300,3.12,1.52,172,84.2,70,94.5,2346,7.2,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.33,,,,,,,,65,6,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,227,0,0,,
SL,2022-07-01,90.6,-2.42,4.87,"Díaz, Edwin",594777,621242,,called_strike,,,,,4,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,3,1,2022,0.06,0.44,-0.28,2.08,,,,2,9,Top,,,,,543510,,,5.332720265727910,-131.96761926914500,-2.0399490245799400,-0.3691649341482770,25.981160449472500,-26.845311560932800,2.99,1.34,,,,92.8,2206,7.4,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.13,,,,,,,,65,5,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,228,0,-0.036,,
FF,2022-07-01,100.6,-2.25,4.62,"Díaz, Edwin",594777,621242,,ball,,,,,14,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,B,,,2,1,2022,-0.9,1.04,1.38,1.54,,,,2,9,Top,,,,,543510,,,12.373698405713900,-145.91210750965300,-5.703720568266050,-15.792650572690100,35.26375509841460,-16.125368701239800,3.08,1.43,,,,101.9,2390,7.2,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.27,,,,,,,,65,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,236,0,0.039,,
FF,2022-07-01,100.3,-2.17,4.66,"Díaz, Edwin",594777,621242,,ball,,,,,12,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,B,,,1,1,2022,-1.2,1.17,1.06,2.97,,,,2,9,Top,,,,,543510,,,11.992928657482700,-145.47675921184600,-2.0048152262205400,-20.064936801621300,37.23081915363520,-15.431661493338200,3.03,1.43,,,,101.5,2369,7.3,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.15,,,,,,,,65,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,228,0,0.021,,
SL,2022-07-01,90.2,-2.24,4.94,"Díaz, Edwin",594777,621242,,swinging_strike,,,,,8,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,S,,,1,0,2022,-0.01,0.24,-0.21,1.75,,,,2,9,Top,,,,,543510,,,5.131523717799740,-131.38690682922700,-2.597892180824400,-1.1024825782620600,25.270680012520100,-29.02460456644920,3.12,1.52,,,,91.7,2304,6.9,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.59,,,,,,,,65,2,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,178,0,-0.021,,
FF,2022-07-01,98.7,-2.15,4.69,"Díaz, Edwin",594777,621242,,ball,,,,,12,Kole Calhoun strikes out swinging.,R,L,R,NYM,TEX,B,,,0,0,2022,-1.1,1.11,1.32,2.89,,,,2,9,Top,,,,,543510,,,12.257837549695100,-143.18952750016000,-2.056537757860310,-18.039945591618300,33.4273387178939,-16.554142428472900,3.08,1.34,,,,100.6,2305,7.5,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,52.99,,,,,,,,65,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Infield shift,Standard,230,0,0.015,,
SL,2022-07-01,92.6,-2.25,4.86,"Díaz, Edwin",641680,621242,strikeout,foul_tip,,,,,14,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,S,2,,3,2,2022,-0.22,0.16,0.64,1.02,,,,1,9,Top,,,,,543510,,,7.986065174710380,-134.86251338370000,-4.575949576694100,-4.105594476168680,23.038624162587400,-29.501302715543900,3.41,1.55,,,,95.1,2338,7.2,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.3,,0,0,1,0,0,,64,6,Slider,4,3,3,4,3,4,3,4,Strategic,Standard,213,0.052,-0.207,,
SL,2022-07-01,92.1,-2.29,4.88,"Díaz, Edwin",641680,621242,,ball,,,,,14,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,B,,,2,2,2022,0,0.33,0.78,0.93,,,,1,9,Top,,,,,543510,,,7.908529319249170,-133.89624595362600,-4.936692640209670,-1.7519876285671100,29.024762782048000,-27.349242195735800,3.12,1.33,,,,93.3,2240,7,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.47,,,,,,,,64,5,Slider,4,3,3,4,3,4,3,4,Strategic,Standard,221,0,0.073,,
FF,2022-07-01,99.5,-2.15,4.73,"Díaz, Edwin",641680,621242,,ball,,,,,11,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,B,,,1,2,2022,-1.51,0.98,-1.56,3.29,,,,1,9,Top,,,,,543510,,,5.2450186211181900,-144.89133744567200,-0.8773297738201010,-22.459987997777800,32.495754242715000,-18.288673523128600,3.19,1.39,,,,101.3,2338,7.2,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.35,,,,,,,,64,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,239,0,0.023,,
FF,2022-07-01,100.1,-2.09,4.67,"Díaz, Edwin",641680,621242,,ball,,,,,14,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,B,,,0,2,2022,-1.17,1.02,1.2,2.32,,,,1,9,Top,,,,,543510,,,12.101344181232400,-145.3362084422800,-3.6206144621748300,-19.367466226802100,31.538686828220300,-16.92487084297190,3.32,1.46,,,,102.4,2370,7.5,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.03,,,,,,,,64,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,236,0,0.011,,
FF,2022-07-01,100.4,-2.2,4.71,"Díaz, Edwin",641680,621242,,swinging_strike,,,,,3,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,S,,,0,1,2022,-1.08,1,0.29,3.38,,,,1,9,Top,,,,,543510,,,9.645197100463680,-145.9978520406420,-0.70855540398039,-17.639170211310900,32.823545548975500,-17.83874146976110,3.41,1.55,,,,102.6,2387,7.4,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.08,,,,,,,,64,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,237,0,-0.031,,
FF,2022-07-01,99.9,-2.17,4.73,"Díaz, Edwin",641680,621242,,called_strike,,,,,6,Jonah Heim strikes out on a foul tip.,R,L,R,NYM,TEX,S,,,0,0,2022,-1.06,1.01,0.58,2.29,,,,1,9,Top,,,,,543510,,,10.330680477374500,-145.1584269728350,-3.7741759190112800,-17.442100031753700,33.98601402234910,-17.246482059548300,3.41,1.55,,,,102.3,2321,7.6,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,52.86,,,,,,,,64,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,229,0,-0.024,,
SL,2022-07-01,90,-2.21,4.96,"Díaz, Edwin",666969,621242,field_out,hit_into_play,,,,,5,"Adolis Garcia grounds out, shortstop Francisco Lindor to first baseman Dominic Smith.",R,R,R,NYM,TEX,X,6,ground_ball,1,2,2022,0.21,0.14,-0.1,2.33,,,,0,9,Top,105.67,155.49,,,543510,,,4.871800634500970,-131.04518058771200,-0.9103536292278000,1.5442958765058900,25.449768488902700,-30.611074660882000,3.45,1.76,3,88.1,-34,92.1,2242,7.3,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.19,0.077,0.073,0,1,0,0,2,63,4,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,130,0.071,-0.158,,
SL,2022-07-01,90,-2.18,4.95,"Díaz, Edwin",666969,621242,,ball,,,,,14,"Adolis Garcia grounds out, shortstop Francisco Lindor to first baseman Dominic Smith.",R,R,R,NYM,TEX,B,,,0,2,2022,0.1,0.2,1.31,-0.47,,,,0,9,Top,,,,,543510,,,8.556365128733320,-130.78901403338700,-8.094311483372500,-0.3992908636335080,24.45782632665530,-28.4470006000397,3.45,1.76,,,,91.8,2200,7.2,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.3,,,,,,,,63,3,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,223,0,0.017,,
SL,2022-07-01,88.6,-2.17,5.07,"Díaz, Edwin",666969,621242,,swinging_strike,,,,,14,"Adolis Garcia grounds out, shortstop Francisco Lindor to first baseman Dominic Smith.",R,R,R,NYM,TEX,S,,,0,1,2022,0.16,0.22,0.44,1.42,,,,0,9,Top,,,,,543510,,,6.135738286545550,-129.0691465540300,-3.4702280307480900,0.7319098815468200,22.481997122724300,-29.291711356302200,3.45,1.76,,,,90.7,2171,7.1,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.37,,,,,,,,63,2,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,162,0,-0.046,,
SL,2022-07-01,89.9,-2.14,5.09,"Díaz, Edwin",666969,621242,,called_strike,,,,,14,"Adolis Garcia grounds out, shortstop Francisco Lindor to first baseman Dominic Smith.",R,R,R,NYM,TEX,S,,,0,0,2022,0.14,0.32,0.81,1.49,,,,0,9,Top,,,,,543510,,,7.106222555530580,-130.92026326465800,-3.7989373825931000,0.43075554897807500,22.21365452970250,-27.95264423936890,3.54,1.76,,,,91.8,2182,7,662439,621242,543510,642086,641645,500871,596019,542255,607043,516782,53.54,,,,,,,,63,1,Slider,4,3,3,4,3,4,3,4,Infield shift,Standard,224,0,-0.034,,
SL,2022-06-29,90.4,-2.11,5.06,"Díaz, Edwin",608324,621242,strikeout,called_strike,,,,,5,Alex Bregman called out on strikes.,R,R,R,NYM,HOU,S,2,,2,2,2022,0.09,0.25,-0.23,2.34,,514888,665161,2,8,Top,,,,,621512,,,4.568374071381900,-131.7373625692590,-1.4750573261597700,0.26261366188570000,23.796349634834000,-29.20062153522660,3.07,1.52,,,,92.7,2114,7.2,662440,621242,621512,642086,643446,641645,596019,542255,607043,516782,53.28,,0,0,1,0,0,,55,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,186,0.091,-0.357,,
